source_row_number,bmrb_id,pdb_id,valid_bmrb_id,valid_pdb_id,valid_identifier_pair,duplicate_mapping_pair,known_bmrb_id,known_pdb_id,identifier_excluded,identifier_screen_reason
175,4494,3LRI,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
176,4496,1OM2,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
177,4497,7HSC,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
178,4498,1CL4,True,True,True,False,False,False,False,eligible_for_shift_screen
179,4500,1CNN,True,True,True,False,False,False,False,eligible_for_shift_screen
180,4503,1QMW,True,True,True,False,False,False,False,eligible_for_shift_screen
181,4506,1CW5,True,True,True,False,False,False,False,eligible_for_shift_screen
182,4507,1CW6,True,True,True,False,False,False,False,eligible_for_shift_screen
183,4509,1CXR,True,True,True,False,False,False,False,eligible_for_shift_screen
184,4510,1CXW,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
185,4514,1D2L,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
186,4516,1D5G,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
187,4519,1D7Q,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
188,4522,1D8V,True,True,True,False,False,False,False,eligible_for_shift_screen
189,4524,1DAQ,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
190,4526,1DC2,True,True,True,False,False,False,False,eligible_for_shift_screen
191,4527,1DC7,True,True,True,False,False,False,False,eligible_for_shift_screen
192,4528,1DC8,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
193,4536,1DGO,True,True,True,False,False,False,False,eligible_for_shift_screen
194,4540,1NLA,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
195,4540,1QTG,True,True,True,False,True,False,True,known_bmrb_id
196,4541,1QUZ,True,True,True,False,False,False,False,eligible_for_shift_screen
197,4542,1QE7,True,True,True,False,False,False,False,eligible_for_shift_screen
198,4547,1C2Q,True,True,True,False,False,False,False,eligible_for_shift_screen
199,4550,1CQO,True,True,True,False,False,False,False,eligible_for_shift_screen
200,4551,1CQU,True,True,True,False,False,False,False,eligible_for_shift_screen
201,4552,1G8C,True,True,True,False,False,False,False,eligible_for_shift_screen
202,4553,1DGQ,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
203,4557,1QLO,True,True,True,False,False,False,False,eligible_for_shift_screen
204,4566,1L6U,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
205,4566,1L6V,True,True,True,False,True,False,True,known_bmrb_id
206,4570,1B4O,True,True,True,False,False,False,False,eligible_for_shift_screen
207,4574,1D4B,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
208,4577,1C05,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
209,4579,1HYI,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
210,4579,1HYJ,True,True,True,False,True,False,True,known_bmrb_id
211,4581,1D1O,True,True,True,False,False,False,False,eligible_for_shift_screen
212,4583,1DOQ,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
213,4584,1DP3,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
214,4585,1DU9,True,True,True,False,False,False,False,eligible_for_shift_screen
215,4587,1ED0,True,True,True,False,False,False,False,eligible_for_shift_screen
216,4588,1ED7,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
217,4589,1EHX,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
218,4590,1EIG,True,True,True,False,False,False,False,eligible_for_shift_screen
219,4590,1EIH,True,True,True,False,False,False,False,eligible_for_shift_screen
220,4591,1EJP,True,True,True,False,False,False,False,eligible_for_shift_screen
221,4592,1EJQ,True,True,True,False,False,False,False,eligible_for_shift_screen
222,4593,1EOQ,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
223,4595,1CKW,True,True,True,False,False,False,False,eligible_for_shift_screen
224,4596,1CKX,True,True,True,False,False,False,False,eligible_for_shift_screen
225,4597,1CKY,True,True,True,False,False,False,False,eligible_for_shift_screen
226,4598,1CKZ,True,True,True,False,False,False,False,eligible_for_shift_screen
227,4599,7HSC,True,True,True,False,False,True,True,known_pdb_id
228,4600,1CL4,True,True,True,False,False,False,False,eligible_for_shift_screen
229,4601,1DLZ,True,True,True,False,False,False,False,eligible_for_shift_screen
230,4602,1DO9,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
231,4603,1DV5,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
232,4604,1EE7,True,True,True,False,False,False,False,eligible_for_shift_screen
233,4607,1EQX,True,True,True,False,False,False,False,eligible_for_shift_screen
234,4609,1EMQ,True,True,True,False,False,False,False,eligible_for_shift_screen
235,4610,1EVM,True,True,True,False,False,False,False,eligible_for_shift_screen
236,4612,1EVO,True,True,True,False,False,False,False,eligible_for_shift_screen
237,4614,1F5G,True,True,True,False,False,False,False,eligible_for_shift_screen
238,4615,1DKC,True,True,True,False,False,False,False,eligible_for_shift_screen
239,4616,1DX7,True,True,True,False,False,False,False,eligible_for_shift_screen
240,4617,1DXW,True,True,True,False,False,False,False,eligible_for_shift_screen
241,4618,1DXN,True,True,True,False,False,False,False,eligible_for_shift_screen
242,4619,1E0E,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
243,4620,1E1U,True,True,True,False,False,False,False,eligible_for_shift_screen
244,4621,1E4U,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
245,4622,1E52,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
246,4623,1E5C,True,True,True,False,False,False,False,eligible_for_shift_screen
247,4628,1G9E,True,True,True,False,False,False,False,eligible_for_shift_screen
248,4630,1DQB,True,True,True,False,False,False,False,eligible_for_shift_screen
249,4631,1DU1,True,True,True,False,False,False,False,eligible_for_shift_screen
250,4633,1FUW,True,True,True,False,False,False,False,eligible_for_shift_screen
251,4634,1FYJ,True,True,True,False,False,False,False,eligible_for_shift_screen
252,4635,1G1E,True,True,True,False,False,False,False,eligible_for_shift_screen
253,4635,1S5Q,True,True,True,False,False,False,False,eligible_for_shift_screen
254,4635,1S5R,True,True,True,False,False,False,False,eligible_for_shift_screen
255,4636,1F2H,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
256,4637,1F43,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
257,4638,1FA3,True,True,True,False,False,False,False,eligible_for_shift_screen
258,4639,1FEX,True,True,True,False,False,False,False,eligible_for_shift_screen
259,4640,1FJN,True,True,True,False,False,False,False,eligible_for_shift_screen
260,4641,1FO7,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
261,4642,1FQQ,True,True,True,False,False,False,False,eligible_for_shift_screen
262,4643,1FRY,True,True,True,False,False,False,False,eligible_for_shift_screen
263,4644,1FV5,True,True,True,False,False,False,False,eligible_for_shift_screen
264,4645,1FWO,True,True,True,False,False,False,False,eligible_for_shift_screen
265,4646,1FYI,True,True,True,False,False,False,False,eligible_for_shift_screen
266,4647,1FYY,True,True,True,False,False,False,False,eligible_for_shift_screen
267,4648,1FZT,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
268,4649,1G03,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
269,4650,1G04,True,True,True,False,False,False,False,eligible_for_shift_screen
270,4651,1FDF,True,True,True,False,False,False,False,eligible_for_shift_screen
271,4652,1EDX,True,True,True,False,False,False,False,eligible_for_shift_screen
272,4653,1EDW,True,True,True,False,False,False,False,eligible_for_shift_screen
273,4654,1EDV,True,True,True,False,False,False,False,eligible_for_shift_screen
274,4655,1EDS,True,True,True,False,False,False,False,eligible_for_shift_screen
275,4656,1G26,True,True,True,False,False,False,False,eligible_for_shift_screen
276,4661,1C15,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
277,4663,1C3T,True,True,True,False,False,False,False,eligible_for_shift_screen
278,4664,1JZU,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
279,4666,1DCZ,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
280,4666,1DD2,True,True,True,False,True,False,True,known_bmrb_id
281,4667,1DEY,True,True,True,False,False,False,False,eligible_for_shift_screen
282,4668,1IX5,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
283,4669,1CWX,True,True,True,False,False,False,False,eligible_for_shift_screen
284,4677,1EXK,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
285,4679,1FLS,True,True,True,False,False,False,False,eligible_for_shift_screen
286,4679,1FM1,True,True,True,False,False,False,False,eligible_for_shift_screen
287,4682,1EII,True,True,True,False,False,False,False,eligible_for_shift_screen
288,4688,1ILY,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
289,4692,1EL2,True,True,True,False,False,False,False,eligible_for_shift_screen
290,4697,1D1N,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
291,4700,1CF4,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
292,4701,1D9S,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
293,4706,1CX1,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
294,4716,1N4C,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
295,4717,1F7W,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
296,4717,1F7X,True,True,True,False,True,False,True,known_bmrb_id
297,4721,1D8J,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
298,4725,1J5M,True,True,True,False,False,False,False,eligible_for_shift_screen
299,4735,1JYT,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
300,4738,1FA4,True,True,True,False,False,False,False,eligible_for_shift_screen
301,4738,1FAF,True,True,True,False,False,False,False,eligible_for_shift_screen
302,4740,1GH9,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
303,4743,1EHJ,True,True,True,False,False,False,False,eligible_for_shift_screen
304,4743,1LM2,True,True,True,False,False,False,False,eligible_for_shift_screen
305,4745,1K8S,True,True,True,False,False,False,False,eligible_for_shift_screen
306,4751,1IVM,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
307,4752,1J9I,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
308,4754,1J5L,True,True,True,False,False,False,False,eligible_for_shift_screen
309,4757,1DV0,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
310,4759,1QPU,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
311,4760,1C49,True,True,True,False,False,False,False,eligible_for_shift_screen
312,4771,1S62,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
313,4775,1DUJ,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
314,4776,1QXN,True,True,True,False,False,False,False,eligible_for_shift_screen
315,4778,1FI6,True,True,True,False,False,False,False,eligible_for_shift_screen
316,4779,1PLO,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
317,4780,1F6U,True,True,True,False,False,True,True,known_pdb_id
318,4781,1F6U,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
319,4791,1JR6,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
320,4792,2AN7,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
321,4797,1KD6,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
322,4798,1FPW,True,True,True,False,False,False,False,eligible_for_shift_screen
323,4814,1LS4,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
324,4815,1FFJ,True,True,True,False,False,False,False,eligible_for_shift_screen
325,4816,1JO7,True,True,True,False,False,False,False,eligible_for_shift_screen
326,4825,1M58,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
327,4829,1JXS,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
328,4833,1G6E,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
329,4837,1E8E,True,True,True,False,False,False,False,eligible_for_shift_screen
330,4838,1L4W,True,True,True,False,False,False,False,eligible_for_shift_screen
331,4838,1LJZ,True,True,True,False,False,False,False,eligible_for_shift_screen
332,4841,1E91,True,True,True,False,True,True,True,known_bmrb_id;known_pdb_id
333,4845,1E74,True,True,True,False,False,False,False,eligible_for_shift_screen
334,4846,1E75,True,True,True,False,False,False,False,eligible_for_shift_screen
335,4847,1E76,True,True,True,False,False,False,False,eligible_for_shift_screen
336,4850,1FOV,True,True,True,False,False,False,False,eligible_for_shift_screen
337,4862,1F8P,True,True,True,False,False,False,False,eligible_for_shift_screen
338,4862,1FVN,True,True,True,False,False,False,False,eligible_for_shift_screen
339,4869,1LWM,True,True,True,False,False,False,False,eligible_for_shift_screen
340,4872,1FMH,True,True,True,False,False,False,False,eligible_for_shift_screen
341,4879,1IJA,True,True,True,False,False,False,False,eligible_for_shift_screen
342,4880,1H67,True,True,True,False,False,False,False,eligible_for_shift_screen
343,4884,1G47,True,True,True,False,False,False,False,eligible_for_shift_screen
344,4890,1G25,True,True,True,False,False,False,False,eligible_for_shift_screen
345,4891,1G6M,True,True,True,False,False,False,False,eligible_for_shift_screen
346,4892,1M31,True,True,True,False,False,False,False,eligible_for_shift_screen
347,4893,1KVZ,True,True,True,False,False,False,False,eligible_for_shift_screen
348,4894,1EKZ,True,True,True,False,False,False,False,eligible_for_shift_screen
349,4895,1G6P,True,True,True,False,False,False,False,eligible_for_shift_screen
350,4899,1G5V,True,True,True,False,False,False,False,eligible_for_shift_screen
351,4900,1HEH,True,True,True,False,False,False,False,eligible_for_shift_screen
352,4900,1HEJ,True,True,True,False,False,False,False,eligible_for_shift_screen
353,4902,1RJA,True,True,True,False,False,False,False,eligible_for_shift_screen
354,4906,1HF9,True,True,True,False,False,False,False,eligible_for_shift_screen
355,4907,1FJP,True,True,True,False,False,False,False,eligible_for_shift_screen
356,4910,1HDL,True,True,True,False,False,False,False,eligible_for_shift_screen
357,4911,1F96,True,True,True,False,False,False,False,eligible_for_shift_screen
358,4912,1F3C,True,True,True,False,False,False,False,eligible_for_shift_screen
359,4914,1HFF,True,True,True,False,False,False,False,eligible_for_shift_screen
360,4914,1HFG,True,True,True,False,False,False,False,eligible_for_shift_screen
361,4914,1HFN,True,True,True,False,False,False,False,eligible_for_shift_screen
362,4915,1G9L,True,True,True,False,False,False,False,eligible_for_shift_screen
363,4916,1GEA,True,True,True,False,False,False,False,eligible_for_shift_screen
364,4917,1BV2,True,True,True,False,False,False,False,eligible_for_shift_screen
